,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
1531,U001,0200704858,WAKE trust,2020-03-15 00:00:29.562500000,2020.0,1930606358.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,11958.288999999999,
1532,U001,0200782669,SYGMA ,2020-04-24 23:38:37.390625000,2020.0,1930778085.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,18041.891,
1533,U001,0200762301,C&S WH llc,2020-05-13 18:54:20.093750000,2020.0,1930846697.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAC6,1980.0899999999997,
1534,U001,0200769623,WAL-MAR systems,2020-05-11 07:23:20.000000000,2020.0,1930856636.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,4508.994,
1535,U001,0200762301,C&S WH foundation,2020-04-08 02:30:06.000000000,2020.0,1930711013.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAC6,16380.433999999997,
1536,U001,0200749225,SUPER  us,2020-05-15 00:45:19.906250000,2020.0,1930855492.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAA8,34068.439999999995,
1537,U001,0200803720,DEC in,2020-04-14 15:16:19.312500000,2020.0,1930769279.0,2020-04-10 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAM4,196.644,
1538,U001,0200769623,WAL-MAR llc,2020-03-10 01:27:51.031250000,2020.0,1930582460.0,2020-02-29 00:00:00.000000000,2020-03-15 00:00:00.000000000,2020-02-29 00:00:00.000000000,NAH4,11871.993,
1539,U001,0200418007,AM corporation,2020-04-15 10:11:03.656250000,2020.0,1930740850.0,2020-04-04 00:00:00.000000000,2020-04-19 00:00:00.000000000,2020-04-04 00:00:00.000000000,NAA8,13811.042,
1540,U001,0200761734,H E BUT corp,2020-05-14 23:18:10.125000000,2020.0,1930862803.0,2020-05-08 00:00:00.000000000,2020-05-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,NAA8,6761.664,
1541,U001,0200772670,ASSOCIAT foundation,2020-05-11 06:19:46.250000000,2020.0,1930834553.0,2020-04-28 00:00:00.000000000,2020-05-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,NAU5,7728.797999999999,
1542,U001,0200555117,BURR corp,2020-04-16 21:56:12.117187500,2020.0,1930738751.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,40987.653,
1543,U001,0200769623,WAL-MAR corporation,2020-04-01 20:12:47.343750000,2020.0,1930683738.0,2020-03-23 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-23 00:00:00.000000000,NAH4,10507.63,
1544,U001,0200744019,TARG foundation,2020-04-09 08:14:58.796875000,2020.0,1930708246.0,2020-03-27 00:00:00.000000000,2020-04-11 00:00:00.000000000,2020-03-27 00:00:00.000000000,NAA8,69126.72899999999,
1545,U001,0200707822,PUBLI ,2020-03-20 18:43:18.031250000,2020.0,1930623169.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,89609.632,
1546,CA02,100029649,LES ENTRE systems,2020-05-28 17:19:33.687500000,2020.0,2960632568.0,2020-05-06 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-07 00:00:00.000000000,CA10,14450.0,0-15
1547,U001,0200726979,BJ'S  systems,2020-05-02 16:53:20.343750000,2020.0,1930821772.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAA8,555.4359999999999,
1548,U001,0200550425,BIG APP us,2020-03-22 14:00:43.500000000,2020.0,1930583019.0,2020-03-06 00:00:00.000000000,2020-03-21 00:00:00.000000000,2020-03-06 00:00:00.000000000,NAA8,16112.221999999998,0-15
1549,U001,0200759878,SA co,2020-05-11 19:40:05.781250000,2020.0,1930833089.0,2020-04-30 00:00:00.000000000,2020-05-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAH4,10176.502,
1550,U001,0200707822,PUBLI associates,2020-04-08 21:33:55.031250000,2020.0,1930715438.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,12648.356,
1551,U001,0200769623,WAL-MAR ,2020-05-15 10:11:33.812500000,2020.0,1930859620.0,2020-05-07 00:00:00.000000000,2020-05-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,NAH4,18011.854,
1552,U001,0200772595,SAFEW foundation,2020-03-21 16:23:28.281250000,2020.0,1930624284.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,43197.566999999995,
1553,U001,200936373,SUPE co,2020-05-18 05:08:41.953125000,2020.0,1930652449.0,2020-03-16 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAGD,2538.06,
1554,U001,0200762301,C&S WH trust,2020-04-27 10:59:48.437500000,2020.0,1930798029.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAC6,54684.65099999999,
1555,U001,200726979,BJ'S  systems,2020-03-27 11:46:31.312500000,2020.0,1930658122.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,9452.17,
1556,U001,0200705742,DOT associates,2020-05-25 08:07:53.000000000,2020.0,1930841971.0,2020-04-30 00:00:00.000000000,2020-06-03 00:00:00.000000000,2020-04-30 00:00:00.000000000,NAAW,100.205,
1557,U001,200769623,WAL-MAR systems,2020-05-18 17:36:02.625000000,2020.0,1930884868.0,2020-05-12 00:00:00.000000000,2020-05-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,NAH4,58891.90299999999,
1558,U001,0200769623,WAL-MAR corp,2020-03-23 13:17:25.968750000,2020.0,1930646782.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAH4,208.166,
1559,U001,0200762301,C&S WH ,2020-05-12 15:29:35.875000000,2020.0,1930854442.0,2020-05-03 00:00:00.000000000,2020-05-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,NAC6,32171.111,
1560,U001,0200772670,ASSOCIAT ,2020-04-29 13:27:33.750000000,2020.0,1930799560.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAU5,19716.318999999996,
1561,U001,0200762301,C&S WH systems,2020-03-26 00:40:44.468750000,2020.0,1930655248.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAC6,61043.058999999994,
1562,U001,0200794332,COST co,2020-06-12 19:55:16.687500000,2020.0,1930782112.0,2020-04-15 00:00:00.000000000,2020-06-19 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAGD,14414.113,
1563,U001,0200749782,KROG corporation,2020-03-20 16:06:47.031250000,2020.0,1930624613.0,2020-03-10 00:00:00.000000000,2020-03-25 00:00:00.000000000,2020-03-10 00:00:00.000000000,NAA8,6715.982,
1564,U001,0200772595,SAFEW corporation,2020-05-08 17:52:04.312500000,2020.0,1930831729.0,2020-04-27 00:00:00.000000000,2020-05-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,NAA8,1552.7399999999998,
1565,U001,200790107,ROU corp,2020-04-12 12:47:19.812500000,2020.0,1930685892.0,2020-03-22 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-22 00:00:00.000000000,NAC6,100832.96299999999,0-15
1566,U001,0200769623,WAL-MAR systems,2020-04-26 23:48:13.218750000,2020.0,1930793448.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAH4,1566.2009999999998,
1567,U001,CCU013,KRAFT F trust,2020-04-14 23:24:49.250000000,2020.0,1930609713.0,2020-03-07 00:00:00.000000000,2020-03-07 00:00:00.000000000,2020-03-07 00:00:00.000000000,NAX2,16.128,31-45
1568,U001,0200712187,SPAR co,2020-05-11 01:48:53.593750000,2020.0,1930847018.0,2020-05-01 00:00:00.000000000,2020-05-16 00:00:00.000000000,2020-05-01 00:00:00.000000000,NAA8,9133.551,
1569,U001,0200769623,WAL-MAR us,2020-05-11 18:10:45.125000000,2020.0,1930847684.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,450.429,
1570,U001,0200416837,DEC llc,2020-04-17 03:14:12.062500000,2020.0,1930813153.0,2020-04-22 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,14805.685999999998,
1571,U001,0200936373,SUPE co,2020-04-09 19:35:40.886718750,2020.0,1930708757.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,64416.659999999996,
1572,U001,0200020431,DEC llc,2020-03-17 04:20:10.125000000,2020.0,1930678783.0,2020-03-21 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,3231.578,
1573,U001,0200776463,KROGE co,2020-03-27 09:48:11.890625000,2020.0,1930653810.0,2020-03-14 00:00:00.000000000,2020-03-29 00:00:00.000000000,2020-03-14 00:00:00.000000000,NAA8,84107.56899999999,
1574,CA02,0140104409,LOB corporation,2020-05-01 17:46:27.375000000,2020.0,2960628486.0,2020-04-16 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-17 00:00:00.000000000,CA10,30014.69,0-15
1575,U001,0100030964,NATURA us,2020-04-15 08:05:29.296875000,2020.0,1930737991.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,29335.494999999995,
1576,U001,CCU013,KRAFT F foundation,2020-04-10 10:31:30.750000000,2020.0,1930573752.0,2020-02-28 00:00:00.000000000,2020-02-28 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAX2,6233.5,31-45
1577,U001,0200744019,TARG in,2020-03-22 05:59:53.562500000,2020.0,1930631754.0,2020-03-11 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAA8,3802.2529999999997,
1578,U001,0200148860,DOLLA llc,2020-04-23 05:14:36.531250000,2020.0,1930783302.0,2020-04-14 00:00:00.000000000,2020-04-29 00:00:00.000000000,2020-04-14 00:00:00.000000000,NAA8,28253.770999999997,
1579,U013,0140103335,PARAM corp,2020-03-30 14:49:39.664062500,2020.0,1991839868.0,2020-03-02 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-02 00:00:00.000000000,NAVE,195.14599999999996,
1580,U001,0200707822,PUBLI trust,2020-05-02 15:00:06.687500000,2020.0,1930803915.0,2020-04-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,2020-04-20 00:00:00.000000000,NAA8,40219.598999999995,
1581,U001,0200769623,WAL-MAR systems,2020-04-08 04:41:16.187500000,2020.0,1930726507.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,32677.826999999997,
1582,U001,0200794332,COST corp,2020-03-23 13:55:25.312500000,2020.0,1930635264.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAAX,14361.633999999998,
1583,U001,0200148860,DOLLA us,2020-03-16 09:26:19.500000000,2020.0,1930645437.0,2020-03-13 00:00:00.000000000,2020-03-28 00:00:00.000000000,2020-03-13 00:00:00.000000000,NAA8,12451.943000000001,
1584,U001,0200020431,DEC llc,2020-03-16 10:27:12.750000000,2020.0,1930678795.0,2020-03-21 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM2,409.87799999999993,
1585,U001,0100031704,DELHAIZE associates,2020-05-18 02:16:05.789062500,2020.0,1930842738.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,29509.500999999997,0-15
1586,U001,200741174,M B  systems,2020-03-30 00:15:16.781250000,2020.0,1930654551.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,13943.363,
1587,CA02,0140104409,LOB corp,2020-05-12 21:54:25.500000000,2020.0,2960630168.0,2020-04-24 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-28 00:00:00.000000000,CA10,61021.93,0-15
1588,U001,0200769623,WAL-MAR us,2020-05-10 08:01:43.187500000,2020.0,1930844559.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAH4,26825.106,
1589,U001,0200705742,DOT corporation,2020-03-30 21:03:28.250000000,2020.0,1930637538.0,2020-03-11 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-11 00:00:00.000000000,NAAW,591.15,
1590,U001,0200776463,KROGE corporation,2020-03-29 02:03:05.226562500,2020.0,1930658086.0,2020-03-15 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-15 00:00:00.000000000,NAA8,10942.561,
1591,U001,0200769623,WAL-MAR ,2020-04-25 06:01:00.906250000,2020.0,1930787978.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAH4,9916.948999999999,
1592,U001,0200772670,ASSOCIAT llc,2020-04-13 13:30:48.750000000,2020.0,1930726844.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAU5,27051.528,
1593,U001,0200148860,DOLLA systems,2020-05-26 20:18:31.625000000,2020.0,1930722754.0,2020-03-31 00:00:00.000000000,2020-06-04 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAGD,6280.995,
1594,U001,0200726979,BJ'S  systems,2020-04-22 00:57:52.156250000,2020.0,1930780424.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAA8,363.06199999999995,
1595,U001,0200418007,AM corporation,2020-05-15 04:26:57.656250000,2020.0,1930840913.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAA8,2783.5919999999996,
1596,CA02,0140104409,LOB in,2020-03-28 13:56:28.218750000,2020.0,2960618957.0,2020-03-08 00:00:00.000000000,2020-03-26 00:00:00.000000000,2020-03-16 00:00:00.000000000,CA10,83427.55,0-15
1597,U001,0100026809,PRES co,2020-03-24 14:44:59.937500000,2020.0,1930641794.0,2020-03-12 00:00:00.000000000,2020-03-22 00:00:00.000000000,2020-03-12 00:00:00.000000000,NA10,20145.125,0-15
1598,U001,0100036538,DENVER co,2020-05-06 05:16:31.750000000,2020.0,1930779327.0,2020-04-13 00:00:00.000000000,2020-04-28 00:00:00.000000000,2020-04-13 00:00:00.000000000,NAA8,6544.159999999999,0-15
1599,U001,0200704858,WAKE us,2020-04-10 21:35:52.375000000,2020.0,1930729556.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAA8,15945.916,
1600,U001,0200707822,PUBLI corp,2020-03-18 10:07:13.781250000,2020.0,1930607529.0,2020-03-08 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-08 00:00:00.000000000,NAA8,12623.828,
1601,U001,0200769623,WAL-MAR corporation,2020-03-19 18:57:13.875000000,2020.0,1930646472.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAH4,10917.234999999999,
1602,U001,0200744019,TARG foundation,2020-05-17 13:55:39.281250000,2020.0,1930859172.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,8136.456999999999,
1603,U001,0200712105,WALG ,2020-04-30 15:19:00.546875000,2020.0,1930798481.0,2020-04-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,NAA8,4051.348,
1604,U001,0200769623,WAL-MAR associates,2020-05-12 10:53:38.625000000,2020.0,1930856608.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAH4,54752.572,
1605,U001,0200769623,WAL-MAR co,2020-04-30 20:30:08.593750000,2020.0,1930810004.0,2020-04-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,2020-04-21 00:00:00.000000000,NAH4,1328.74,
1606,U001,0200769623,WAL-MAR trust,2020-04-09 04:00:03.437500000,2020.0,1930730006.0,2020-04-01 00:00:00.000000000,2020-04-16 00:00:00.000000000,2020-04-01 00:00:00.000000000,NAH4,5793.97,
1607,U001,0200750051,ALBER in,2020-04-08 17:34:59.468750000,2020.0,1930720525.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAA8,17214.015,
1608,U001,0200769369,DI systems,2020-05-14 12:13:10.937500000,2020.0,1930848116.0,2020-05-02 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-02 00:00:00.000000000,NAA8,38259.619999999995,
1609,U001,0200771157,WEIS corporation,2020-05-10 17:49:33.253906250,2020.0,1930825652.0,2020-04-25 00:00:00.000000000,2020-05-10 00:00:00.000000000,2020-04-25 00:00:00.000000000,NAA8,1465.667,0-15
1610,U001,0200762301,C&S WH in,2020-03-11 09:22:10.781250000,2020.0,1930581545.0,2020-03-01 00:00:00.000000000,2020-03-16 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAC6,61723.683,
1611,U001,0100013521,THAYE systems,2020-07-02 09:16:33.250000000,2020.0,1930785164.0,2020-04-15 00:00:00.000000000,2020-06-19 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAGD,55098.358,0-15
1612,U001,0200769623,WAL-MAR co,2020-03-06 17:54:17.875000000,2020.0,1930567789.0,2020-02-27 00:00:00.000000000,2020-03-13 00:00:00.000000000,2020-02-27 00:00:00.000000000,NAH4,517.818,
1613,U001,0200705742,DOT associates,2020-04-02 13:49:30.125000000,2020.0,1930652032.0,2020-03-13 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-13 00:00:00.000000000,NA32,22849.547,
1614,U001,0200707822,PUBLI ,2020-03-21 19:45:10.593750000,2020.0,1930647448.0,2020-03-12 00:00:00.000000000,2020-03-27 00:00:00.000000000,2020-03-12 00:00:00.000000000,NAA8,17643.619,
1615,CA02,0140104240,FEDER foundation,2020-03-30 06:05:31.462890625,2020.0,2960619378.0,2020-03-12 00:00:00.000000000,2020-03-30 00:00:00.000000000,2020-03-20 00:00:00.000000000,CA10,163947.11,0-15
1616,U001,0200776463,KROGE llc,2020-04-12 13:44:47.390625000,2020.0,1930725441.0,2020-03-31 00:00:00.000000000,2020-04-15 00:00:00.000000000,2020-03-31 00:00:00.000000000,NAA8,18762.681,
1617,CA02,140104409,LOB co,2020-04-13 11:49:12.875000000,2020.0,2960621483.0,2020-03-20 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-29 00:00:00.000000000,CA10,176150.28,0-15
1618,U001,0200881076,ALBERT us,2020-04-13 04:36:33.781250000,2020.0,1930711482.0,2020-03-28 00:00:00.000000000,2020-04-12 00:00:00.000000000,2020-03-28 00:00:00.000000000,NAA8,37010.01499999999,0-15
1619,U001,0200744019,TARG ,2020-04-21 20:34:37.187500000,2020.0,1930774929.0,2020-04-11 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-11 00:00:00.000000000,NAA8,16095.541,
1620,U001,0200974851,RESTA in,2020-03-12 11:56:52.000000000,2020.0,1930609837.0,2020-03-05 00:00:00.000000000,2020-03-20 00:00:00.000000000,2020-03-05 00:00:00.000000000,NAA8,122.62599999999999,
1621,U001,0200622385,US  llc,2020-05-13 08:57:30.000000000,2020.0,1930809427.0,2020-04-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,NAA8,11354.714,0-15
1622,U001,200769623,WAL-MAR co,2020-05-17 03:29:20.875000000,2020.0,1930882778.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,15308.250999999998,
1623,U001,0200769623,WAL-MAR corp,2020-04-09 23:44:14.875000000,2020.0,1930725416.0,2020-04-02 00:00:00.000000000,2020-04-17 00:00:00.000000000,2020-04-02 00:00:00.000000000,NAH4,28583.162999999997,
1624,CA02,0100030194,AMAZO in,2020-03-29 22:36:34.125000000,2020.0,2960620257.0,2020-03-11 00:00:00.000000000,2020-03-23 00:00:00.000000000,2020-03-13 00:00:00.000000000,CA10,3225.8,0-15
1625,U001,0200744019,TARG trust,2020-04-20 13:28:02.406250000,2020.0,1930767520.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,1200.8639999999998,
1626,U001,0200794332,COST corp,2020-05-02 23:52:50.406250000,2020.0,1930814572.0,2020-04-23 00:00:00.000000000,2020-05-08 00:00:00.000000000,2020-04-23 00:00:00.000000000,NAAX,8451.428999999998,
1627,U001,0200020431,DEC trust,2020-03-02 03:31:29.312500000,2020.0,1930599636.0,2020-03-04 00:00:00.000000000,2020-03-11 00:00:00.000000000,2020-03-01 00:00:00.000000000,NAM2,2173.6259999999997,
1628,U001,0200705742,DOT co,2020-03-26 14:45:23.375000000,2020.0,1930597761.0,2020-03-04 00:00:00.000000000,2020-04-07 00:00:00.000000000,2020-03-04 00:00:00.000000000,NAAW,2085.986,
1629,U001,0200769623,WAL-MAR trust,2020-04-19 13:39:49.937500000,2020.0,1930778673.0,2020-04-12 00:00:00.000000000,2020-04-27 00:00:00.000000000,2020-04-12 00:00:00.000000000,NAH4,4511.199,
1630,U001,0200769623,WAL-MAR in,2020-04-08 17:01:13.562500000,2020.0,1930718234.0,2020-03-30 00:00:00.000000000,2020-04-14 00:00:00.000000000,2020-03-30 00:00:00.000000000,NAH4,10107.874,
1631,U001,0200794332,COST foundation,2020-04-28 04:06:40.125000000,2020.0,1930799137.0,2020-04-18 00:00:00.000000000,2020-05-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,NAAX,22900.828999999998,
1632,U001,200772670,ASSOCIAT corp,2020-05-18 09:54:23.300781250,2020.0,1930854897.0,2020-05-04 00:00:00.000000000,2020-05-19 00:00:00.000000000,2020-05-04 00:00:00.000000000,NAU5,63061.704999999994,
1633,U001,0200744019,TARG ,2020-04-06 19:28:55.593750000,2020.0,1930692386.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAA8,255.227,
1634,U001,0200762301,C&S WH ,2020-04-04 14:18:01.750000000,2020.0,1930702181.0,2020-03-26 00:00:00.000000000,2020-04-10 00:00:00.000000000,2020-03-26 00:00:00.000000000,NAC6,19283.873,
1635,CA02,0140104409,LOB us,2020-05-20 00:06:47.281250000,2020.0,2960631778.0,2020-05-01 00:00:00.000000000,2020-05-17 00:00:00.000000000,2020-05-07 00:00:00.000000000,CA10,3287.17,0-15
1636,U001,0200729942,SA llc,2020-05-04 03:37:44.515625000,2020.0,1930809962.0,2020-04-22 00:00:00.000000000,2020-05-07 00:00:00.000000000,2020-04-22 00:00:00.000000000,NAA8,11452.223999999998,
1637,U001,0200739534,OK foundation,2020-04-13 23:52:36.343750000,2020.0,1930740295.0,2020-04-03 00:00:00.000000000,2020-04-18 00:00:00.000000000,2020-04-03 00:00:00.000000000,NAA8,114800.14,
1638,U001,200416837,DEC ,2020-03-29 12:33:53.687500000,2020.0,1930675891.0,2020-03-20 00:00:00.000000000,2020-04-08 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAM4,1481.0320000000002,
1639,U001,0200353024,DECA systems,2020-04-17 10:32:55.625000000,2020.0,1930813179.0,2020-04-22 00:00:00.000000000,2020-04-26 00:00:00.000000000,2020-04-16 00:00:00.000000000,NAM2,16630.732999999997,
1640,U001,200769623,WAL-MAR foundation,2020-05-17 05:37:17.750000000,2020.0,1930880928.0,2020-05-09 00:00:00.000000000,2020-05-24 00:00:00.000000000,2020-05-09 00:00:00.000000000,NAH4,30582.335,
1641,U001,0200769623,WAL-MAR foundation,2020-03-26 21:39:40.406250000,2020.0,1930665925.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAH4,5745.7609999999995,
1642,U001,0200762950,HAR co,2020-04-19 05:40:10.875000000,2020.0,1930757164.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAA8,37639.909999999996,
1643,U001,0200772595,SAFEW co,2020-05-16 03:34:38.437500000,2020.0,1930857661.0,2020-05-06 00:00:00.000000000,2020-05-21 00:00:00.000000000,2020-05-06 00:00:00.000000000,NAA8,4605.5869999999995,
1644,CA02,0140104440,SO in,2020-04-12 15:50:11.437500000,2020.0,2960625100.0,2020-03-27 00:00:00.000000000,2020-04-06 00:00:00.000000000,2020-03-27 00:00:00.000000000,CA10,35330.56,0-15
1645,U001,0200769623,WAL-MAR foundation,2020-03-17 13:25:22.375000000,2020.0,1930623910.0,2020-03-09 00:00:00.000000000,2020-03-24 00:00:00.000000000,2020-03-09 00:00:00.000000000,NAH4,15878.667,
1646,U001,0200769623,WAL-MAR llc,2020-04-07 12:07:53.437500000,2020.0,1930717899.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAH4,1186.9759999999999,
1647,U001,0200752302,KROGER co,2020-04-02 00:22:19.156250000,2020.0,1930681171.0,2020-03-21 00:00:00.000000000,2020-04-05 00:00:00.000000000,2020-03-21 00:00:00.000000000,NAA8,77564.935,
1648,U001,0200794332,COST associates,2020-03-26 16:43:09.437500000,2020.0,1930654546.0,2020-03-17 00:00:00.000000000,2020-04-01 00:00:00.000000000,2020-03-17 00:00:00.000000000,NAAX,35090.825,
1649,U001,0200763229,MAINES trust,2020-03-11 08:47:06.843750000,2020.0,1930559118.0,2020-02-28 00:00:00.000000000,2020-03-14 00:00:00.000000000,2020-02-28 00:00:00.000000000,NAA8,6191.8009999999995,
1650,U001,200762301,C&S WH llc,2020-05-14 19:21:56.968750000,2020.0,1930855800.0,2020-05-05 00:00:00.000000000,2020-05-20 00:00:00.000000000,2020-05-05 00:00:00.000000000,NAC6,10803.065,
1651,U001,0200769623,WAL-MAR llc,2020-04-16 23:54:37.500000000,2020.0,1930768367.0,2020-04-09 00:00:00.000000000,2020-04-24 00:00:00.000000000,2020-04-09 00:00:00.000000000,NAH4,30900.820999999996,
1652,CA02,0140105785,SHOPPE trust,2020-05-15 01:04:15.625000000,2020.0,2960628268.0,2020-04-14 00:00:00.000000000,2020-05-02 00:00:00.000000000,2020-04-22 00:00:00.000000000,CA10,2971.08,0-15
1653,U001,0200726979,BJ'S  trust,2020-04-08 05:42:09.531250000,2020.0,1930716039.0,2020-03-29 00:00:00.000000000,2020-04-13 00:00:00.000000000,2020-03-29 00:00:00.000000000,NAA8,69.43299999999999,
1654,U001,0100012638,99 CE llc,2020-05-15 03:44:08.500000000,2020.0,1930788394.0,2020-04-15 00:00:00.000000000,2020-04-30 00:00:00.000000000,2020-04-15 00:00:00.000000000,NAA8,21972.453999999998,16-30
1655,U001,0200729942,SA ,2020-03-28 13:09:49.546875000,2020.0,1930656063.0,2020-03-16 00:00:00.000000000,2020-03-31 00:00:00.000000000,2020-03-16 00:00:00.000000000,NAA8,3954.7269999999994,
